"id","status","sort","name","slug","image","description","type","crosses","breeder","effects","ailment","flavor","location","terpenes","thc","thca","thcv","cbd","cbda","cbdv","cbn","cbg","cbgm","cbgv","cbc","cbcv","cbv","cbe","cbt","cbl"
"835","1","0","Mountain Lion",NULL,NULL,NULL,"Hybrid",,"Almighty Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"836","1","0","MP5K",NULL,NULL,NULL,"Hybrid",,"Dr. Chronic Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"837","1","0","Mr. Bubble",NULL,NULL,NULL,"Hybrid",,"T.H.Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"838","1","0","Mr. Majestyx",NULL,NULL,NULL,"Hybrid",,"Afropips Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"839","1","0","Mr. Nice",NULL,NULL,NULL,"Hybrid",,"Sensi Seeds","Relaxed, Happy, Hungry, Sleepy, Dry Mouth, Anxious","Stress, Pain, Depression, Insomnia","Sweet, Earthy",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"840","1","0","Neon Super Skunk",NULL,NULL,NULL,"Hybrid",,"Subcool",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"841","1","0","Nepal Baba",NULL,NULL,NULL,"Hybrid",,"Dr. Atomic",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"842","1","0","Nepalese Grizzly",NULL,NULL,NULL,"Hybrid",,"Kootenay Mountain Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"843","1","0","Nepalese Jam",NULL,NULL,NULL,"Hybrid",,"ACE Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"844","1","0","Nepali",NULL,NULL,NULL,"Hybrid",,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"845","1","0","Neville’s Haze",NULL,NULL,NULL,"Hybrid",,"Green House",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"846","1","0","Neville’s Haze Hybrid",NULL,NULL,NULL,"Hybrid",,"Female Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"847","1","0","New Killer Queen",NULL,NULL,NULL,"Hybrid",,"Juan Moore",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"848","1","0","New Purple Cross",NULL,NULL,NULL,"Hybrid",,"Mr. Blue",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"849","1","0","New Purple Power",NULL,NULL,NULL,"Hybrid",,"Nirvana",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"850","1","0","New York City Diesel",NULL,NULL,NULL,"Hybrid",,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"851","1","0","Nigerian",NULL,NULL,NULL,"Hybrid",,"Afropips",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"852","1","0","Nirvana Special",NULL,NULL,NULL,"Hybrid",,"Nirvana",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"853","1","0","No Mercy Special",NULL,NULL,NULL,"Hybrid",,"No Mercy Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"854","1","0","North #1",NULL,NULL,NULL,"Hybrid",,"Hill Temple Collective",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"855","1","0","Northern Berry",NULL,NULL,NULL,"Hybrid",,"Peak Seeds","Relaxed, Sleepy, Happy, Euphoric, Tingly, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Depression, Inflammation","Berry, Sweet, Earthy",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"856","1","0","Northern Bright",NULL,NULL,NULL,"Hybrid",,"Nirvana",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"857","1","0","Northern Dream",NULL,NULL,NULL,"Hybrid",,"Reeferman Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"858","1","0","Northern Lights",NULL,NULL,NULL,"Hybrid",,"Seed Bank","Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid","Stress, Pain, Insomnia, Depression, Lack of Appetite","Earthy, Pine, Sweet",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"859","1","0","Northern Lights #1",NULL,NULL,NULL,"Hybrid",,"Seed Bank",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"860","1","0","Northern Lights #2",NULL,NULL,NULL,"Hybrid",,"Seed Bank",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"861","1","0","Northern Lights #9",NULL,NULL,NULL,"Hybrid",,"Sagarmatha Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"862","1","0","Northern Skunk",NULL,NULL,NULL,"Hybrid",,"Peak Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"863","1","0","Nutcruncher",NULL,NULL,NULL,"Hybrid",,"Reeferman",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"864","1","0","NYC Diesel",NULL,NULL,NULL,"Hybrid",,"Soma Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"865","1","0","Oasis",NULL,NULL,NULL,"Hybrid",,"Dutch Passion Seed Company",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"866","1","0","Odin’s Hammer",NULL,NULL,NULL,"Hybrid",,"Reeferman",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"867","1","0","Oké 47",NULL,NULL,NULL,"Hybrid",,"Sensi Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"868","1","0","Optimus Prime",NULL,NULL,NULL,"Hybrid",,"BC Bud Depot",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"869","1","0","Orange Apollo",NULL,NULL,NULL,"Hybrid",,"Reservoir Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"870","1","0","Orange Chemo",NULL,NULL,NULL,"Hybrid",,"Woodhorse Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"871","1","0","Orange Crush",NULL,NULL,NULL,"Hybrid",,"BC Growers Association",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"872","1","0","Orange Spice",NULL,NULL,NULL,"Hybrid",,"DMan Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"873","1","0","Orangina",NULL,NULL,NULL,"Hybrid",,"Bluegrass Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"874","1","0","Orient Express",NULL,NULL,NULL,"Hybrid",,"A.C.E.",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"875","1","0","Original Diesel",NULL,NULL,NULL,"Hybrid",,,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"876","1","0","Original Gangsta Kush",NULL,NULL,NULL,"Hybrid",,,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"877","1","0","Original Green",NULL,NULL,NULL,"Hybrid",,"Brazilian Seed Company",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"878","1","0","Original Haze",NULL,NULL,NULL,"Hybrid",,"Sacred Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"879","1","0","Original Highway Delight",NULL,NULL,NULL,"Hybrid",,"High Quality Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"880","1","0","Original Strawberry Diesel",NULL,NULL,NULL,"Hybrid",,"Reservoir Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"881","1","0","Ortega Indica #1",NULL,NULL,NULL,"Hybrid",,,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"882","1","0","Pakalolo",NULL,NULL,NULL,"Hybrid",,"Sativa Seedbank",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"883","1","0","Pakistani",NULL,NULL,NULL,"Hybrid",,"BlueHemp",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"884","1","0","Panama",NULL,NULL,NULL,"Hybrid",,"ACE Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"885","1","0","Panama Powerhouse",NULL,NULL,NULL,"Hybrid",,"DMan Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"886","1","0","Panama Punch",NULL,NULL,NULL,"Sativa",,"Cannabis Pros","Uplifted, Happy, Euphoric, Energetic, Focused, Dry Mouth","Depression, Stress, Insomnia","Berry",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"887","1","0","Papaya",NULL,NULL,NULL,"Hybrid",,"Nirvana","Relaxed, Sleepy, Happy, Uplifted, Hungry, Dry Mouth, Paranoid, Anxious","Stress, Pain, Insomnia, Inflammation","Sweet","Richmond, CA",NULL,"1500",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"888","1","0","Passion Queen",NULL,NULL,NULL,"Hybrid",,"Unknown Breeder",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"889","1","0","Passion #1",NULL,NULL,NULL,"Hybrid",,"Dutch Passion",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"890","1","0","Peak 19",NULL,NULL,NULL,"Hybrid",,"Sagarmatha Seeds",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"891","2","0","Incredible Bulk",NULL,NULL,NULL,"Indica",NULL,"TreeStar Organics","Relaxed, Happy, Tingly, Sleepy, Dry Mouth, Paranoid, Anxious","Stress, Muscle Spasms, Insomnia, Pain, Lack of Appetite","Earthy, Citrus","6150 White Oak Lane, CA",NULL,"1200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"892","2","0","Crystal Cookies 4-BD",NULL,NULL,NULL,"Hybrid",NULL,"The Natural Selection/ Fish...",NULL,NULL,NULL,"Agora Hills, CA",NULL,"1600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"893","2","0","Girl Scout Cookies",NULL,NULL,NULL,"Hybrid",NULL,"Cookie Family",NULL,NULL,NULL,"Los Angeles, CA",NULL,"2100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"894","2","0","Sunset Sherbet",NULL,NULL,NULL,"Sativa",NULL,"AFFCO",NULL,NULL,NULL,"Los Angeles, CA",NULL,"1600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"895","2","0","Arts OG",NULL,NULL,NULL,"Indica",NULL,"AFFCO",NULL,NULL,NULL,"Los Angeles, CA",NULL,"2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"896","2","0","Gorilla Glue",NULL,NULL,NULL,"Hybrid",NULL,"AFFCO",NULL,NULL,NULL,"Los Angeles, CA",NULL,"1900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"897","2","0","Swiss/Tsu 4.1",NULL,NULL,NULL,"Hybrid",NULL,"Ron H.",NULL,NULL,NULL,"Los Angeles, CA",NULL,"0","0","0","1000","0","0","100000","0","0","0","0","0","0","0","0","0"
"898","2","0","Harle Tsu",NULL,NULL,NULL,"Hybrid",NULL,"ABP",NULL,NULL,NULL,"Woodland Hills, CA",NULL,"0","0","0","1000","0","0","100000","0","0","0","0","0","0","0","0","0"
"899","2","0","Super Glue by NOTA",NULL,NULL,NULL,"Indica",NULL,"NOTA",NULL,NULL,NULL,"Norco, CA",NULL,"2200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"900","2","0","Pinnaple Haze",NULL,NULL,NULL,"Hybrid",NULL,"Artesian Flowers",NULL,NULL,NULL,"Torrance, CA",NULL,"2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"901","2","0","Cross of the Titans- BD",NULL,NULL,NULL,"Hybrid",NULL,"The Natural Selection/ Fish...",NULL,NULL,NULL,"Agora Hills, CA",NULL,"2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"902","2","0","Crystal Cookies #3",NULL,NULL,NULL,"Hybrid",NULL,"The Natural Selection/ Fish...",NULL,NULL,NULL,"Agora Hills, CA",NULL,"1900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"903","2","0","Crystal Cookies #4- SK",NULL,NULL,NULL,"Hybrid",NULL,"The Natural Selection/ Fish...",NULL,NULL,NULL,"Agora Hills, CA",NULL,"1800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"904","2","0","Cross of the Titans- SK",NULL,NULL,NULL,"Hybrid",NULL,"The Natural Selection/ Fish...",NULL,NULL,NULL,"Agora Hills, CA",NULL,"2200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"905","2","0","Alien Og #4",NULL,NULL,NULL,"Indica",NULL,"Tree of Life Healing...",NULL,NULL,NULL,"Marina del Rey, CA",NULL,"1800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"906","2","0","Train Wreck",NULL,NULL,NULL,"Hybrid",NULL,"THC Seeds",NULL,NULL,NULL,"Los Angeles, CA",NULL,"1800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"907","2","0","Girl Scout Cookies Thin...",NULL,NULL,NULL,,NULL,"KG, Inc",NULL,NULL,NULL,"Los Angeles, CA",NULL,"2100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"908","2","0","Chem Dawg",NULL,NULL,NULL,"Hybrid",NULL,"Dope Lbs.",NULL,NULL,NULL,"Los Angeles, CA",NULL,"1200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"909","2","0","Lake of Fire",NULL,NULL,NULL,"Indica",NULL,"BareRoots Farms",NULL,NULL,NULL,"Ventucopa, CA",NULL,"1600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"910","2","0","Slimer",NULL,NULL,NULL,"Sativa",NULL,"One Percenters",NULL,NULL,NULL,"Los Angeles, CA",NULL,"1500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"911","2","0","Roosevelt",NULL,NULL,NULL,"Organi",NULL,"Canna Therapeutics",NULL,NULL,NULL,"Los Angeles, CA",NULL,"100","0","0","1800","0","0","180000","0","0","0","0","0","0","0","0","0"
"912","2","0","Phantom OG",NULL,NULL,NULL,"Indica",NULL,"N.E.","Euphoric, Relaxed, Hungry, Happy, Focused, Dry Mouth, Paranoid, Anxious","Depression, Pain, Insomnia, Lack of Appetite","Earthy, Lemon","Downey, CA",NULL,"2100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"913","2","0","Jack",NULL,NULL,NULL,"Hybrid",NULL,"CH9 Female Seeds",NULL,NULL,NULL,"Alameda, CA",NULL,"1200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"914","2","0","Cookies",NULL,NULL,NULL,"Hybrid",NULL,"Left Coast Living",NULL,NULL,NULL,"Alameda, CA",NULL,"1700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"915","2","0","GDP",NULL,NULL,NULL,"Indica",NULL,"Left Coast Living",NULL,NULL,NULL,"Alameda, CA",NULL,"1900","0","0","100","0","0","10000","0","0","0","0","0","0","0","0","0"
"916","2","0","Kush",NULL,NULL,NULL,"Hybrid",NULL,"Spice of Life Seeds",NULL,NULL,NULL,"Alameda, CA",NULL,"1900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"917","2","0","Commisioner Gordon",NULL,NULL,NULL,,NULL,"BROG",NULL,NULL,NULL,"Pomona, CA",NULL,"2100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"918","2","0","Mickey Kush",NULL,NULL,NULL,"Sativa",NULL,"Herbal Legends","Happy, Uplifted, Energetic, Euphoric, Talkative, Dry Mouth, Paranoid, Anxious","Depression, Stress, Pain, Lack of Appetite","Earthy, Sweet, Pine","Thousand Oaks, CA",NULL,"1500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"919","2","0","Mango x Trainwreck",NULL,NULL,NULL,,NULL,"High Desert Green Growers",NULL,NULL,NULL,"Lakeside, CA",NULL,"1800","0","0","100","0","0","10000","0","0","0","0","0","0","0","0","0"
"920","2","0","Wonder Woman",NULL,NULL,NULL,"Hybrid",NULL,"Nirvana",NULL,NULL,NULL,"Lakeside, CA",NULL,"1800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"921","2","0","Night Nurse",NULL,NULL,NULL,"Hybrid",NULL,"Reeferman Seeds","Relaxed, Sleepy, Happy, Tingly, Hungry, Dry Mouth","Pain, Insomnia, Stress, Muscle Spasms","Sweet, Earthy","Beckwourth, CA",NULL,"1400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"922","2","0","C2",NULL,NULL,NULL,"Indica",NULL,"The Natural Selection/ Fish...",NULL,NULL,NULL,"Agora Hills, CA",NULL,"500","0","0","800","0","0","80000","0","0","0","0","0","0","0","0","0"
"923","2","0","C1",NULL,NULL,NULL,"Indica",NULL,"The Natural Selection/ Fish...",NULL,NULL,NULL,"Agora Hills, CA",NULL,"500","0","0","600","0","0","60000","0","0","0","0","0","0","0","0","0"
"924","2","0","SH",NULL,NULL,NULL,"Hybrid",NULL,"The Natural Selection/ Fish...",NULL,NULL,NULL,"Agora Hills, CA",NULL,"400","0","0","500","0","0","50000","0","0","0","0","0","0","0","0","0"
"925","2","0","Skywalker",NULL,NULL,NULL,"Hybrid",NULL,"Dutch Passion Seed Company","Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious","Stress, Pain, Depression, Insomnia","Earthy, Sweet","Lake Forest, CA",NULL,"1700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"926","2","0","Blue Maui",NULL,NULL,NULL,"Sativa",NULL,"PAPA GANJA",NULL,NULL,NULL,"Lake Forest, CA",NULL,"1800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"927","2","0","Black Triangle",NULL,NULL,NULL,"Hybrid",NULL,"Bodhi Seeds",NULL,NULL,NULL,"Lake Forest, CA",NULL,"2300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"928","2","0","Sour Dosi Doe",NULL,NULL,NULL,"Hybrid",NULL,"Cultivation Specialists",NULL,NULL,NULL,"Palmdale, CA",NULL,"1800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"929","2","0","Dosi Doe",NULL,NULL,NULL,"Hybrid",NULL,"Cultivation Specialists",NULL,NULL,NULL,"Palmdale, CA",NULL,"1700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"930","2","0","Diamond OG",NULL,NULL,NULL,"Hybrid",NULL,"Unknown Breeder","Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious","Stress, Pain, Insomnia, Depression, Lack of Appetite","Earthy, Pine","North Hollywood, CA",NULL,"1600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"931","2","0","OG",NULL,NULL,NULL,"Hybrid",NULL,"skunkworx pharms",NULL,NULL,NULL,", CA",NULL,"1900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"932","2","0","Chronic Thunder",NULL,NULL,NULL,"Indica",NULL,"5 Star Cannabis","Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious","Insomnia, Pain, Muscle Spasms, Stress, Lack of Appetite","Earthy","Valley Center, CA",NULL,"1500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"933","2","0","Northern Lites",NULL,NULL,NULL,"Indica",NULL,"5 Star Cannabis",NULL,NULL,NULL,"Valley Center, CA",NULL,"1500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"934","2","0","Supreme Moby Dick",NULL,NULL,NULL,"Hybrid",NULL,"Abu-Weed",NULL,NULL,NULL,"Los Angeles, CA",NULL,"1300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"935","2","0","Black Lime Reserve",NULL,NULL,NULL,"Hybrid",NULL,"Aficionado Seeds",NULL,NULL,NULL,", CA",NULL,"1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"936","2","0","Thai OG",NULL,NULL,NULL,"Hybrid",NULL,"Medipsych West",NULL,NULL,NULL,"Simi Valley, CA",NULL,"1800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"937","2","0","13",NULL,NULL,NULL,,NULL,"BROG",NULL,NULL,NULL,"Pomona, CA",NULL,"1300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"938","2","0","Supreme",NULL,NULL,NULL,,NULL,"BROG",NULL,NULL,NULL,"Pomona, CA",NULL,"1600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"939","2","0","Girl Scout Cookie",NULL,NULL,NULL,"Hybrid",NULL,"N.E.",NULL,NULL,NULL,"Downey, CA",NULL,"1700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"940","2","0","Pineapple Chunk",NULL,NULL,NULL,"Hybrid",NULL,"Scissor Drifters Deliveries",NULL,NULL,NULL,"San Pedro, CA",NULL,"1700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"941","2","0","Terp Gang OG",NULL,NULL,NULL,"Hybrid",NULL,"R.V.C.",NULL,NULL,NULL,"Sherman Oaks, CA",NULL,"2200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"942","2","0","Platinum Moby Dick",NULL,NULL,NULL,"Hybrid",NULL,"Abu-Weed",NULL,NULL,NULL,"Los Angeles, CA",NULL,"1300","0","0","100","0","0","10000","0","0","0","0","0","0","0","0","0"
"943","2","0","Humboldt OG",NULL,NULL,NULL,"Hybrid",NULL,"Humboldt Seed Organisation",NULL,NULL,NULL,"Mountain Ranch, CA",NULL,"1700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"944","2","0","GG #4",NULL,NULL,NULL,"Indica",NULL,"Cannamuscle",NULL,NULL,NULL,"Menifee, CA",NULL,"1500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"945","2","0","OG-18",NULL,NULL,NULL,"Indica",NULL,"Cannamuscle",NULL,NULL,NULL,"Menifee, CA",NULL,"1800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"946","2","0","Purple CBD",NULL,NULL,NULL,"Hybrid",NULL,"Dispensaries Data",NULL,NULL,NULL,", CA",NULL,"300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
